t,qx,qy,qz,qw
7.7280000000,-0.0740794735,-0.1472136433,0.4291949829,0.8880495715
7.7440000000,-0.0755367236,-0.1460964375,0.4293948201,0.8880147087
7.7640000000,-0.0773704639,-0.1447197080,0.4296590785,0.8879544435
7.7880000000,-0.0795831068,-0.1430816812,0.4299964277,0.8878610442
7.8040000000,-0.0810600525,-0.1419891682,0.4302313876,0.8877889936
7.8200000000,-0.0825325781,-0.1408916934,0.4304742043,0.8877104616
7.8400000000,-0.0843623003,-0.1395095932,0.4307910577,0.8876030308
7.8600000000,-0.0861717179,-0.1381041099,0.4311083398,0.8874949517
7.8800000000,-0.0879567544,-0.1366685001,0.4314170925,0.8873920344
7.9000000000,-0.0897160091,-0.1352068760,0.4317387279,0.8872833872
7.9200000000,-0.0914445912,-0.1337189891,0.4320827110,0.8871649506
7.9360000000,-0.0928052191,-0.1325142135,0.4323738780,0.8870625706
7.9520000000,-0.0941465756,-0.1313024769,0.4326769113,0.8869536472
7.9760000000,-0.0961219083,-0.1294754538,0.4331545401,0.8867772155
8.0040000000,-0.0983949858,-0.1273742129,0.4337461403,0.8865430178
8.0240000000,-0.1000325681,-0.1259464276,0.4342078750,0.8863376919
8.0480000000,-0.1019986939,-0.1242858789,0.4347940123,0.8860606377
8.0640000000,-0.1033035363,-0.1231938838,0.4351949957,0.8858650925
8.0840000000,-0.1049186814,-0.1218260352,0.4357095290,0.8856114802
8.1080000000,-0.1068217140,-0.1201590543,0.4363415146,0.8853005172
8.1240000000,-0.1080614788,-0.1190199791,0.4367661535,0.8850945082
8.1480000000,-0.1098761041,-0.1172587045,0.4374155148,0.8847854573
8.1720000000,-0.1116352878,-0.1154218158,0.4380796938,0.8844781223
8.1920000000,-0.1130572666,-0.1138292075,0.4386421932,0.8842250801
8.2160000000,-0.1147133763,-0.1118464475,0.4393417841,0.8839174227
8.2320000000,-0.1157890483,-0.1104789730,0.4398136568,0.8837144562
8.2480000000,-0.1168444509,-0.1090760556,0.4402884065,0.8835133884
8.2680000000,-0.1181356957,-0.1072693352,0.4408872659,0.8832642107
8.2880000000,-0.1193949966,-0.1054025336,0.4414979195,0.8830145683
8.3040000000,-0.1203820482,-0.1038670818,0.4419901698,0.8828162219
8.3240000000,-0.1215952015,-0.1019059679,0.4426094678,0.8825682068
8.3440000000,-0.1228330978,-0.0999567433,0.4432452885,0.8823005688
8.3680000000,-0.1243487279,-0.0976387904,0.4440060565,0.8819652387
8.3840000000,-0.1253705350,-0.0960873232,0.4445155461,0.8817343050
8.4040000000,-0.1266519584,-0.0941262068,0.4451552105,0.8814399453
8.4240000000,-0.1279339724,-0.0921309715,0.4458050495,0.8811371293
8.4400000000,-0.1289569860,-0.0905037126,0.4463246775,0.8808935554
8.4600000000,-0.1302297293,-0.0884283324,0.4469746982,0.8805874555
8.4840000000,-0.1317469406,-0.0858685424,0.4477566448,0.8802177708
8.5080000000,-0.1332508087,-0.0832310453,0.4485440482,0.8798437656
8.5240000000,-0.1342429006,-0.0814251509,0.4490663514,0.8795954755
8.5400000000,-0.1352240235,-0.0795793565,0.4495852952,0.8793489932
8.5600000000,-0.1364302811,-0.0772076796,0.4502286647,0.8790448806
8.5800000000,-0.1376112243,-0.0747592434,0.4508637427,0.8787468873
8.6080000000,-0.1392181200,-0.0711984084,0.4517418442,0.8783384359
8.6280000000,-0.1403313305,-0.0685639943,0.4523696205,0.8780477338
8.6520000000,-0.1416171782,-0.0653034903,0.4531110343,0.8777074795
8.6720000000,-0.1426757691,-0.0625362630,0.4537204781,0.8774226852
8.6880000000,-0.1435459021,-0.0603165854,0.4542060061,0.8771849221
8.7080000000,-0.1446502556,-0.0575218370,0.4548090558,0.8768787057
8.7240000000,-0.1455386046,-0.0552636808,0.4552843773,0.8766302390
8.7400000000,-0.1464226648,-0.0529835855,0.4557574910,0.8763779164
8.7560000000,-0.1472974027,-0.0506734040,0.4562157267,0.8761294950
8.7760000000,-0.1483712149,-0.0477410228,0.4567694364,0.8758244455
8.8000000000,-0.1496205183,-0.0441550418,0.4574203693,0.8754602438
8.8200000000,-0.1506197600,-0.0411093506,0.4579524697,0.8751589825
8.8400000000,-0.1515768432,-0.0380121222,0.4584806020,0.8748571750
8.8600000000,-0.1524899231,-0.0348694396,0.4590027009,0.8745555821
8.8760000000,-0.1531873772,-0.0323278670,0.4594155973,0.8743145003
8.8960000000,-0.1540177044,-0.0291150212,0.4599256590,0.8740133011
8.9160000000,-0.1547986788,-0.0258624029,0.4604149286,0.8737199772
8.9320000000,-0.1553841779,-0.0232331412,0.4608049247,0.8734842871
8.9520000000,-0.1560715298,-0.0199199661,0.4612924439,0.8731862079
8.9720000000,-0.1567613471,-0.0166187920,0.4617890965,0.8728691346
8.9960000000,-0.1576077370,-0.0127028146,0.4623806125,0.8724692596
9.0160000000,-0.1583152045,-0.0094538955,0.4628812059,0.8721169125
9.0360000000,-0.1590108753,-0.0062122539,0.4634039220,0.8717417935
9.0560000000,-0.1596861757,-0.0029738481,0.4639569761,0.8713411535
9.0760000000,-0.1603426935,0.0002615648,0.4645157954,0.8709277973
9.1000000000,-0.1610987165,0.0041442984,0.4651949632,0.8704158056
9.1200000000,-0.1617000077,0.0073696354,0.4657788674,0.8699705987
9.1440000000,-0.1623805266,0.0112373220,0.4664832729,0.8694248923
9.1640000000,-0.1629121419,0.0144551378,0.4670722798,0.8689615460
9.1880000000,-0.1635012102,0.0183087132,0.4678129187,0.8683796511
9.2040000000,-0.1638666857,0.0208729726,0.4683068449,0.8679865940
9.2200000000,-0.1642109075,0.0234327682,0.4687997026,0.8675900657
9.2360000000,-0.1645329760,0.0259849269,0.4692944898,0.8671887714
9.2520000000,-0.1648339705,0.0285324644,0.4697931149,0.8667814545
9.2680000000,-0.1651140395,0.0310736823,0.4702894960,0.8663714966
9.2840000000,-0.1653729446,0.0336059618,0.4707847310,0.8659585242
9.3040000000,-0.1657062976,0.0367417019,0.4714083607,0.8654280027
9.3240000000,-0.1660904089,0.0398227721,0.4720502473,0.8648680170
9.3440000000,-0.1665072835,0.0428642709,0.4726901047,0.8642927997
9.3680000000,-0.1670382994,0.0464760471,0.4734663029,0.8635785104
9.3840000000,-0.1673946307,0.0488654680,0.4739834809,0.8630937745
9.4080000000,-0.1679094414,0.0524316862,0.4747541997,0.8623605903
9.4280000000,-0.1683060920,0.0553889934,0.4753917571,0.8617469444
9.4480000000,-0.1686636098,0.0583304252,0.4760270387,0.8611320495
9.4720000000,-0.1690254725,0.0618432705,0.4767881669,0.8603945859
9.4880000000,-0.1692211873,0.0641765650,0.4772959625,0.8599035542
9.5040000000,-0.1693766792,0.0665023168,0.4778031942,0.8594143878
9.5200000000,-0.1694907003,0.0688192583,0.4783111069,0.8589268288
9.5400000000,-0.1695715352,0.0716998063,0.4789504713,0.8583187510
9.5560000000,-0.1695822657,0.0739922266,0.4794629194,0.8578358319
9.5800000000,-0.1695035524,0.0774105686,0.4802355230,0.8571172569
9.6000000000,-0.1693468512,0.0802347772,0.4808898934,0.8565214153
9.6200000000,-0.1690998773,0.0830321243,0.4815310769,0.8559431756
9.6400000000,-0.1688208427,0.0857891742,0.4821785174,0.8553616884
9.6560000000,-0.1686144610,0.0879532939,0.4827009268,0.8548878271
9.6840000000,-0.1682767941,0.0916611836,0.4836231263,0.8540432188
9.7040000000,-0.1680414145,0.0942593053,0.4842892079,0.8534291004
9.7240000000,-0.1677992891,0.0968219564,0.4849596883,0.8528088931
9.7400000000,-0.1676066047,0.0988475775,0.4855198019,0.8522955499
9.7600000000,-0.1673606535,0.1013513065,0.4862261009,0.8516469358
9.7760000000,-0.1671532283,0.1033352672,0.4867929943,0.8511252561
9.7960000000,-0.1668717817,0.1057969392,0.4875026187,0.8504716414
9.8120000000,-0.1666252335,0.1077516112,0.4880636515,0.8499526422
9.8320000000,-0.1662866052,0.1101776678,0.4887643367,0.8493050510
9.8480000000,-0.1659928721,0.1121037124,0.4893231603,0.8487885302
9.8680000000,-0.1655808044,0.1144937168,0.4900027809,0.8481576862
9.8840000000,-0.1652215131,0.1163923985,0.4905482227,0.8476538813
9.9000000000,-0.1648367651,0.1182795828,0.4910917141,0.8471527073
9.9240000000,-0.1642234604,0.1210851201,0.4919048488,0.8464033722
9.9480000000,-0.1636767362,0.1238439380,0.4927075427,0.8456428812
9.9720000000,-0.1632319931,0.1265552626,0.4934913023,0.8448700589
9.9920000000,-0.1629188971,0.1287861257,0.4941308366,0.8442193335
10.0080000000,-0.1627002835,0.1305569155,0.4946390538,0.8436917186
10.0240000000,-0.1625029404,0.1323195849,0.4951452023,0.8431580815
10.0400000000,-0.1623234054,0.1340765835,0.4956536820,0.8426161697
10.0560000000,-0.1621570368,0.1358291646,0.4961592098,0.8420698142
10.0720000000,-0.1619993396,0.1375776182,0.4966618935,0.8415198016
10.0920000000,-0.1618127318,0.1397595471,0.4972854984,0.8408275935
10.1120000000,-0.1616330372,0.1419443890,0.4979051645,0.8401291561
10.1280000000,-0.1614874182,0.1436952794,0.4984006558,0.8395655226
10.1440000000,-0.1613304986,0.1454478558,0.4988912442,0.8390023349
10.1640000000,-0.1611103611,0.1476432236,0.4994880176,0.8383058215
10.1880000000,-0.1608048096,0.1502849906,0.5001763775,0.8374842245
10.2040000000,-0.1605731948,0.1520485378,0.5006278736,0.8369403942
10.2200000000,-0.1603143529,0.1538149336,0.5010731448,0.8364006086
10.2400000000,-0.1599333733,0.1560186469,0.5016066849,0.8357453150
10.2560000000,-0.1595885338,0.1577848385,0.5020307918,0.8352248372
10.2720000000,-0.1592448083,0.1595527976,0.5024476210,0.8347037702
10.2920000000,-0.1588476369,0.1617654444,0.5029574634,0.8340462572
10.3080000000,-0.1585417301,0.1635399662,0.5033690855,0.8335099058
10.3320000000,-0.1580763775,0.1662186112,0.5039728037,0.8327032156
10.3520000000,-0.1576639026,0.1684684307,0.5044631960,0.8320320700
10.3720000000,-0.1572153298,0.1707350856,0.5049455769,0.8313620360
10.3920000000,-0.1567163574,0.1730229090,0.5054186809,0.8306954997
10.4120000000,-0.1561541444,0.1753297433,0.5058765492,0.8300387227
10.4320000000,-0.1555095503,0.1776566497,0.5063195799,0.8293945850
10.4520000000,-0.1547694465,0.1800058093,0.5067577488,0.8287586567
10.4720000000,-0.1539240730,0.1823771506,0.5071813453,0.8281382962
10.4880000000,-0.1531634965,0.1842872586,0.5075025875,0.8276595153
10.5080000000,-0.1521018709,0.1866906282,0.5078880021,0.8270800491
10.5360000000,-0.1504180556,0.1900805642,0.5083989617,0.8263015693
10.5560000000,-0.1490871504,0.1925149451,0.5087435593,0.8257669214
10.5760000000,-0.1476618183,0.1949580532,0.5090680256,0.8252497138
10.5960000000,-0.1461638883,0.1974111479,0.5093629256,0.8247510936
10.6200000000,-0.1443613199,0.2003775799,0.5096483747,0.8241766613
10.6360000000,-0.1431896282,0.2023685529,0.5098223282,0.8237869220
10.6560000000,-0.1417313282,0.2048697758,0.5100143169,0.8233018900
10.6720000000,-0.1405595368,0.2068777390,0.5101530456,0.8229146297
10.6920000000,-0.1390919442,0.2093891486,0.5103167749,0.8224271425
10.7080000000,-0.1379229109,0.2113949205,0.5104450574,0.8220312047
10.7280000000,-0.1364707886,0.2138895671,0.5106486108,0.8215016575
10.7440000000,-0.1353084050,0.2158720776,0.5108067251,0.8210769582
10.7640000000,-0.1338532533,0.2183328132,0.5110090988,0.8205387195
10.7840000000,-0.1323945735,0.2207682291,0.5112168538,0.8199941429
10.8000000000,-0.1312229620,0.2226975462,0.5113882703,0.8195537653
10.8160000000,-0.1300460113,0.2246102680,0.5115605413,0.8191117598
10.8360000000,-0.1285610886,0.2269752842,0.5117783498,0.8185579928
10.8520000000,-0.1273559406,0.2288459394,0.5119399425,0.8181243766
10.8760000000,-0.1255072522,0.2316127187,0.5121425420,0.8175044311
10.8960000000,-0.1239485151,0.2338793148,0.5123141145,0.8169892777
10.9120000000,-0.1226885931,0.2356652356,0.5124535685,0.8165786833
10.9280000000,-0.1214127978,0.2374246830,0.5125911663,0.8161732345
10.9480000000,-0.1197940452,0.2395838165,0.5127688068,0.8156697447
10.9680000000,-0.1181543393,0.2417007482,0.5129587983,0.8151647512
10.9880000000,-0.1165486730,0.2437892364,0.5131484340,0.8146544664
11.0040000000,-0.1153072343,0.2454458118,0.5132906090,0.8142440334
11.0280000000,-0.1134851450,0.2479057468,0.5135134780,0.8136140181
11.0480000000,-0.1119805586,0.2499252892,0.5137104611,0.8130801107
11.0640000000,-0.1107749244,0.2515188090,0.5138769118,0.8126485860
11.0840000000,-0.1092524124,0.2534825942,0.5140968027,0.8121052655
11.1080000000,-0.1073880522,0.2557935804,0.5143758998,0.8114523302
11.1240000000,-0.1061152666,0.2573027427,0.5145695256,0.8110197606
11.1440000000,-0.1044830256,0.2591570309,0.5148387353,0.8104702384
11.1640000000,-0.1028017294,0.2609712427,0.5151215346,0.8099232183
11.1880000000,-0.1007149789,0.2630926034,0.5154788726,0.8092714668
11.2120000000,-0.0985544453,0.2651531999,0.5158589694,0.8086224865
11.2320000000,-0.0967100205,0.2668295645,0.5161990303,0.8080765537
11.2560000000,-0.0944448931,0.2687937789,0.5166279911,0.8074190891
11.2720000000,-0.0929033840,0.2700705295,0.5169247574,0.8069818248
11.2920000000,-0.0909357690,0.2716261106,0.5173066861,0.8064389217
11.3120000000,-0.0889310890,0.2731419624,0.5176960210,0.8059004651
11.3360000000,-0.0865563642,0.2749477892,0.5181583922,0.8052475331
11.3560000000,-0.0845825928,0.2764356343,0.5185319973,0.8047072094
11.3760000000,-0.0825915205,0.2778974381,0.5189007071,0.8041726872
11.3920000000,-0.0809789701,0.2790425835,0.5191980657,0.8037481021
11.4120000000,-0.0789322736,0.2804394056,0.5195669510,0.8032270036
11.4320000000,-0.0768460401,0.2817908302,0.5199308398,0.8027207086
11.4560000000,-0.0742909578,0.2833486497,0.5203824029,0.8021200353
11.4760000000,-0.0721254887,0.2845955191,0.5207739272,0.8016219939
11.4960000000,-0.0699343367,0.2857957086,0.5211760331,0.8011276702
11.5120000000,-0.0681699026,0.2867239548,0.5215093802,0.8007310437
11.5320000000,-0.0659541895,0.2878464927,0.5219416711,0.8002320498
11.5560000000,-0.0632914594,0.2891395624,0.5224833120,0.7996272215
11.5800000000,-0.0606466895,0.2903776265,0.5230812736,0.7989923618
11.6000000000,-0.0584634359,0.2913730565,0.5235977071,0.7984542627
11.6280000000,-0.0555359527,0.2927758613,0.5243287195,0.7976700113
11.6440000000,-0.0539491376,0.2935947766,0.5247519076,0.7971994939
11.6680000000,-0.0516543058,0.2948309923,0.5253961578,0.7964705871
11.6880000000,-0.0498069347,0.2958601714,0.5259394473,0.7958478033
11.7080000000,-0.0480079227,0.2968822669,0.5264907640,0.7952129490
11.7240000000,-0.0465935957,0.2976917281,0.5269205622,0.7947096281
11.7400000000,-0.0452089960,0.2984993920,0.5273682233,0.7941895345
11.7600000000,-0.0435030124,0.2994975455,0.5279352703,0.7935320148
11.7800000000,-0.0418158671,0.3004786242,0.5285114083,0.7928680350
11.7960000000,-0.0404728314,0.3012515151,0.5289760811,0.7923343866
11.8200000000,-0.0384663391,0.3023847013,0.5296886193,0.7915262471
11.8400000000,-0.0367931532,0.3033007045,0.5302972630,0.7908474944
11.8600000000,-0.0351118178,0.3041898595,0.5309189526,0.7901650178
11.8760000000,-0.0337591458,0.3048811554,0.5314264653,0.7896161809
11.8920000000,-0.0324001156,0.3055557089,0.5319429595,0.7890644011
11.9200000000,-0.0299976098,0.3066977631,0.5328680645,0.7880915247
11.9360000000,-0.0286141915,0.3073310602,0.5334180661,0.7875239769
11.9560000000,-0.0269179632,0.3081400183,0.5341113723,0.7867974291
11.9840000000,-0.0246280533,0.3093345979,0.5350788133,0.7857456516
12.0000000000,-0.0233416559,0.3100404241,0.5356312141,0.7851301198
12.0200000000,-0.0217398179,0.3109423548,0.5363225540,0.7843470854
12.0400000000,-0.0201334903,0.3118583913,0.5370134782,0.7835531319
12.0560000000,-0.0188379268,0.3125978683,0.5375661813,0.7829114292
12.0720000000,-0.0175275598,0.3133399217,0.5381202428,0.7822643302
12.0880000000,-0.0161972747,0.3140827200,0.5386764043,0.7816120679
12.1120000000,-0.0141540692,0.3151915650,0.5395126274,0.7806279937
12.1280000000,-0.0127563413,0.3159236656,0.5400721840,0.7799689413
12.1440000000,-0.0113302592,0.3166507881,0.5406397534,0.7793026118
12.1640000000,-0.0095078574,0.3175497313,0.5413580142,0.7784621181
12.1800000000,-0.0080185166,0.3182603074,0.5419381460,0.7777847556
12.1960000000,-0.0065032889,0.3189628029,0.5425218790,0.7771038852
12.2240000000,-0.0037895754,0.3201720420,0.5435499430,0.7759052533
12.2440000000,-0.0018010727,0.3210151405,0.5442846929,0.7750485203
12.2680000000,0.0006341164,0.3220054083,0.5451755539,0.7740127456
12.2840000000,0.0022644797,0.3226721977,0.5457806738,0.7733052315
12.3080000000,0.0046676326,0.3237393771,0.5466916115,0.7722041898
12.3240000000,0.0062522627,0.3244884943,0.5472939920,0.7714514973
12.3440000000,0.0082260357,0.3254553753,0.5480457819,0.7704913705
12.3640000000,0.0102048734,0.3264460050,0.5487905702,0.7695178857
12.3880000000,0.0125944582,0.3276488956,0.5496842446,0.7683324880
12.4120000000,0.0150134561,0.3288520862,0.5505805739,0.7671322788
12.4360000000,0.0174709895,0.3300397154,0.5514950422,0.7659123770
12.4600000000,0.0199732906,0.3311901286,0.5524282113,0.7646811347
12.4760000000,0.0216682854,0.3319267270,0.5530597991,0.7638586203
12.5000000000,0.0242438696,0.3329804960,0.5540354972,0.7626145107
12.5160000000,0.0259922262,0.3336433599,0.5546984863,0.7617848133
12.5320000000,0.0277661605,0.3342723598,0.5553710810,0.7609559726
12.5480000000,0.0295663445,0.3348659972,0.5560539488,0.7601280163
12.5680000000,0.0318499641,0.3355601616,0.5569299964,0.7590875686
12.5840000000,0.0337014546,0.3360797322,0.5576445767,0.7582526964
12.6000000000,0.0355747972,0.3365674690,0.5583664127,0.7574191190
12.6200000000,0.0379337643,0.3371544962,0.5592740728,0.7563731796
12.6400000000,0.0402720652,0.3377744716,0.5601864753,0.7552997286
12.6560000000,0.0421382323,0.3382861699,0.5609186291,0.7544250315
12.6720000000,0.0440141997,0.3387989897,0.5616490557,0.7535438494
12.6920000000,0.0463829885,0.3394284982,0.5625607202,0.7524376047
12.7160000000,0.0492735420,0.3401510510,0.5636684508,0.7510973692
12.7360000000,0.0517365175,0.3407075058,0.5645957945,0.7499822112
12.7560000000,0.0542546018,0.3412178016,0.5655237539,0.7488723081
12.7720000000,0.0563105381,0.3415912519,0.5662674727,0.7479877601
12.7880000000,0.0584025023,0.3419354048,0.5670107907,0.7471064783
12.8120000000,0.0616098743,0.3423984349,0.5681257491,0.7457886218
12.8280000000,0.0637948607,0.3426678755,0.5688692479,0.7449139022
12.8480000000,0.0665766657,0.3429547371,0.5698088928,0.7438194819
12.8640000000,0.0688403529,0.3431421896,0.5705617029,0.7429493837
12.8840000000,0.0717168828,0.3433322472,0.5715024157,0.7418656520
12.9040000000,0.0746457787,0.3434781735,0.5724442235,0.7407822643
12.9240000000,0.0776002596,0.3436378893,0.5733772860,0.7396821538
12.9440000000,0.0805687125,0.3438448801,0.5742887193,0.7385606596
12.9600000000,0.0829578758,0.3440376694,0.5750029649,0.7376500954
12.9800000000,0.0859703407,0.3442984337,0.5758713748,0.7365051586
12.9960000000,0.0884117427,0.3445125198,0.5765280322,0.7356017370
13.0120000000,0.0908758653,0.3447337507,0.5771738282,0.7346908127
13.0280000000,0.0933634157,0.3449608173,0.5778091239,0.7337723921
13.0520000000,0.0971420738,0.3453089201,0.5787392674,0.7323837980
13.0680000000,0.0996971479,0.3455417148,0.5793431708,0.7314525907
13.0880000000,0.1029269130,0.3458319643,0.5800875518,0.7302771633
13.1080000000,0.1061906640,0.3461218345,0.5808233907,0.7290866940
13.1280000000,0.1094834831,0.3464080985,0.5815521811,0.7278817602
13.1520000000,0.1134702124,0.3467438143,0.5824132507,0.7264213953
13.1720000000,0.1168181445,0.3470161829,0.5831202739,0.7251924132
13.1920000000,0.1201895445,0.3472816137,0.5838168009,0.7239529661
13.2120000000,0.1235828281,0.3475379150,0.5845066242,0.7227009676
13.2320000000,0.1269986755,0.3477793555,0.5851884329,0.7214397787
13.2560000000,0.1311254205,0.3480444159,0.5859952496,0.7199172009
13.2720000000,0.1338903534,0.3482015220,0.5865259804,0.7188994002
13.2960000000,0.1380427378,0.3484417079,0.5873005668,0.7173636616
13.3160000000,0.1414905273,0.3486933137,0.5879160987,0.7160642880
13.3360000000,0.1449342531,0.3489660093,0.5885106116,0.7147531368
13.3560000000,0.1483762068,0.3492382463,0.5890925414,0.7134333369
13.3760000000,0.1518148226,0.3494954646,0.5896613341,0.7121128358
13.3960000000,0.1552460599,0.3497246544,0.5902199899,0.7107965184
13.4240000000,0.1600296390,0.3499826691,0.5910123766,0.7089478237
13.4440000000,0.1634354298,0.3501050419,0.5915723627,0.7076421834
13.4680000000,0.1675014053,0.3501739619,0.5922407597,0.7060965644
13.4880000000,0.1708618121,0.3501614528,0.5927976988,0.7048291187
13.5040000000,0.1735297864,0.3501039608,0.5932435614,0.7038300269
13.5280000000,0.1774944805,0.3499339368,0.5939138370,0.7023590987
13.5520000000,0.1814089036,0.3496682991,0.5945863920,0.7009207607
13.5760000000,0.1852657646,0.3493152278,0.5952604029,0.6995144893
13.5960000000,0.1884317359,0.3489601533,0.5958230706,0.6983660651
13.6200000000,0.1921783312,0.3484574222,0.5964907194,0.6970249175
13.6400000000,0.1952428426,0.3480542152,0.5970353597,0.6959075190
13.6560000000,0.1976548495,0.3477589933,0.5974586878,0.6950103304
13.6720000000,0.2000335256,0.3474737526,0.5978743554,0.6941144250
13.6960000000,0.2035352471,0.3470584969,0.5985012352,0.6927626393
13.7160000000,0.2063910355,0.3467163613,0.5990187028,0.6916408742
13.7320000000,0.2086306834,0.3464402059,0.5994309044,0.6907496019
13.7520000000,0.2113745003,0.3460829754,0.5999453068,0.6896470283
13.7720000000,0.2140583458,0.3457060094,0.6004549318,0.6885639073
13.7880000000,0.2161598763,0.3453891127,0.6008639521,0.6877090808
13.8040000000,0.2182208590,0.3450597411,0.6012733003,0.6868652343
13.8200000000,0.2202458636,0.3447128711,0.6016717365,0.6860436703
13.8400000000,0.2227309292,0.3442478535,0.6021586225,0.6850469633
13.8560000000,0.2246801811,0.3438537775,0.6025506547,0.6842631836
13.8800000000,0.2275408260,0.3432245207,0.6031466792,0.6831077399
13.9040000000,0.2303259256,0.3425406803,0.6037492536,0.6819843761
13.9200000000,0.2321425667,0.3420678570,0.6041532666,0.6812475618
13.9400000000,0.2343710336,0.3415153987,0.6046477698,0.6803223688
13.9600000000,0.2365582453,0.3409932076,0.6051293577,0.6793984761
13.9760000000,0.2382821410,0.3405823724,0.6055026621,0.6786691352
13.9920000000,0.2399769359,0.3401710446,0.6058808946,0.6779403161
14.0160000000,0.2424629144,0.3395241355,0.6064526063,0.6768680321
14.0320000000,0.2440793908,0.3390575878,0.6068386813,0.6761745470
14.0480000000,0.2456638765,0.3385508936,0.6072305382,0.6755024986
14.0720000000,0.2479775350,0.3377023267,0.6078372823,0.6745354838
14.0880000000,0.2494765508,0.3370653221,0.6082554727,0.6739241049
14.1040000000,0.2509380337,0.3363628361,0.6086866775,0.6733429100
14.1240000000,0.2527131992,0.3353904104,0.6092447067,0.6726590510
14.1480000000,0.2547620603,0.3340799515,0.6099457406,0.6719025763
14.1720000000,0.2567156203,0.3326149166,0.6106788945,0.6712195582
14.1920000000,0.2582786685,0.3313554349,0.6112981377,0.6706789783
14.2120000000,0.2597808297,0.3300693815,0.6119252982,0.6701608414
14.2280000000,0.2609233212,0.3289611700,0.6124498413,0.6697826222
14.2440000000,0.2620045068,0.3277660269,0.6130116081,0.6694324749
14.2640000000,0.2632853883,0.3262038349,0.6137352439,0.6690298296
14.2840000000,0.2644939216,0.3246190320,0.6144725040,0.6686471352
14.3040000000,0.2656275149,0.3229979685,0.6152259994,0.6682898363
14.3200000000,0.2664798881,0.3216707990,0.6158414977,0.6680236643
14.3400000000,0.2674753604,0.3199683579,0.6166273769,0.6677183984
14.3640000000,0.2685631406,0.3178479835,0.6176046570,0.6673911796
14.3840000000,0.2693706975,0.3160036367,0.6184581016,0.6671511864
14.4040000000,0.2700894356,0.3140866990,0.6193376113,0.6669498973
14.4240000000,0.2707182350,0.3120969918,0.6202443386,0.6667863716
14.4400000000,0.2711535034,0.3104525653,0.6209895646,0.6666835403
14.4640000000,0.2716926801,0.3078973953,0.6221392988,0.6665770581
14.4840000000,0.2720352742,0.3056931142,0.6231324373,0.6665241895
14.5080000000,0.2723159573,0.3029621388,0.6243709007,0.6664975170
14.5280000000,0.2724412990,0.3006050867,0.6254299728,0.6665205695
14.5480000000,0.2724660366,0.2981729769,0.6265210861,0.6665781750
14.5680000000,0.2723856318,0.2956502899,0.6276477565,0.6666747839
14.5920000000,0.2721499847,0.2924956290,0.6290503025,0.6668406179
14.6120000000,0.2718413180,0.2897570125,0.6302611554,0.6670187760
14.6320000000,0.2714329219,0.2869314889,0.6315064998,0.6672286193
14.6520000000,0.2709489542,0.2840926850,0.6327718525,0.6674412283
14.6720000000,0.2703888924,0.2812364029,0.6340625120,0.6676531012
14.6920000000,0.2697383346,0.2783233015,0.6353821119,0.6678824317
14.7120000000,0.2689813650,0.2753235446,0.6367390526,0.6681387206
14.7360000000,0.2679180249,0.2716060932,0.6384224696,0.6684809739
14.7560000000,0.2668977180,0.2684015411,0.6398736485,0.6687958843
14.7720000000,0.2659942670,0.2657644872,0.6410639626,0.6690689674
14.7880000000,0.2650115556,0.2630589601,0.6422814674,0.6693604227
14.8120000000,0.2633888931,0.2588666943,0.6441528095,0.6698369082
14.8280000000,0.2622042467,0.2559789135,0.6454331334,0.6701789307
14.8480000000,0.2606093144,0.2522679235,0.6470702000,0.6706294329
14.8760000000,0.2581550351,0.2468874892,0.6494352768,0.6712945455
14.9000000000,0.2558501708,0.2421113607,0.6515349869,0.6718816413
14.9200000000,0.2537914316,0.2380184701,0.6533266662,0.6723848484
14.9400000000,0.2516106451,0.2338286046,0.6551556165,0.6728947801
14.9600000000,0.2493095116,0.2295454258,0.6570164407,0.6734115099
14.9800000000,0.2469206249,0.2252218026,0.6588933033,0.6739176207
14.9960000000,0.2449561511,0.2217470582,0.6604012179,0.6743107278
15.0160000000,0.2424245050,0.2173731348,0.6623058294,0.6747816447
15.0360000000,0.2397992926,0.2129531169,0.6642454099,0.6752224112
15.0560000000,0.2370757108,0.2084751937,0.6662083343,0.6756475829
15.0800000000,0.2336677475,0.2030252695,0.6686007148,0.6761310582
15.1040000000,0.2300952679,0.1974945037,0.6710469494,0.6765708244
15.1200000000,0.2276186342,0.1937605808,0.6726909451,0.6768555881
15.1400000000,0.2244198934,0.1890424756,0.6747662729,0.6771920930
15.1560000000,0.2217791650,0.1852293160,0.6764334317,0.6774525186
15.1760000000,0.2183757409,0.1804223794,0.6785332044,0.6777554805
15.1920000000,0.2155733653,0.1765503492,0.6802236516,0.6779777889
15.2080000000,0.2127003714,0.1726597615,0.6819230196,0.6781800308
15.2240000000,0.2097613761,0.1687570501,0.6836325095,0.6783567020
15.2440000000,0.2059949720,0.1638559102,0.6857695008,0.6785554538
15.2640000000,0.2021384019,0.1589556011,0.6879131278,0.6787110666
15.2840000000,0.1982212900,0.1541000865,0.6900562803,0.6788105874
15.3040000000,0.1942449203,0.1492876880,0.6922015352,0.6788513326
15.3200000000,0.1910209366,0.1454675577,0.6939182611,0.6788428672
15.3400000000,0.1869349171,0.1407285466,0.6960642397,0.6787822825
15.3560000000,0.1836156452,0.1369525472,0.6977621643,0.6787173614
15.3760000000,0.1794000683,0.1322505677,0.6998605552,0.6786166858
